"CDR017-DIL"	"CDR025"	"CDR021"	"CDR029-DIL"	"CDR022"	"CDR018"	"CDR026-DIL"	"CDR030-DIL"	"CDR031-DIL"	"CDR023"	"CDR027-DIL"	"CDR019"	"CDR020"	"CDR028-DIL"	"CDR032-DIL"	"CDR024"
"ILMN_1247873"	190.742907325631	170.141718337078	243.612120250928	179.078079007019	184.233072052456	223.824953024241	190.742907325631	196.319554823649	194.695463161791	182.101090257859	157.48301615556	193.478711451474	169.538005082177	186.910377774981	211.421692494549	237.670459164821
"ILMN_2673776"	119.251864303078	109.423179431763	118.873642662211	107.738931176402	97.1011080321852	125.118570304517	121.323202977162	115.151216469779	142.623446057129	115.270117687416	97.0644215105568	119.492683459936	102.135854992063	87.0860475688916	127.543432829137	128.464898274114
"ILMN_2833936"	297.018806681545	291.820104410538	376.832713969815	325.330276409995	402.285522563595	324.813780598671	289.144817378513	307.40117402004	344.313755965988	370.017215952763	241.014183077406	250.467882818197	313.812486521354	267.931406168734	330.94123552466	310.549644301001
"ILMN_2758523"	156.258046531432	153.153610602416	129.816401467278	137.608689525414	150.932858229333	137.440057885141	177.632541344857	132.378119878458	142.990762116254	149.522306272358	151.032792126625	147.813169896695	125.783581268685	142.418910794987	141.870300105686	149.817266082515
"ILMN_1231030"	563.104221948796	658.239480457663	524.290765050452	696.24331748087	604.427854477451	664.061565469697	598.104360041224	690.784478703899	743.733970738478	715.985359242266	554.916521826759	582.44783176297	652.886512492058	571.860235655038	709.832969138099	859.293858548433
"ILMN_3035378"	262.091183104265	245.706670910352	238.911297108168	202.609904576469	233.081033578991	243.28234993315	256.178693464757	223.432748542269	229.316913706979	267.931406168734	257.936831737127	262.901397541493	259.234240865109	202.835088519857	280.146400493415	225.6721898839
"ILMN_1246018"	437.423466288926	390.999265497617	404.180892936034	431.905516973952	445.757779820815	424.988792295541	354.440487599095	453.805390606912	412.267596016175	405.03336140191	396.229400400947	403.627376356719	345.41057362798	434.34768033421	380.607812573802	432.78847894473
"ILMN_2770471"	851.169842630701	809.690848397233	780.69618828818	759.909230891062	743.733970738478	901.574739773293	807.944357744778	673.349284517312	797.027391520704	740.376179819835	806.387525386522	864.838622956321	864.838622956321	700.337727675978	768.972684101793	915.530935037853
"ILMN_2731792"	625.872656512986	608.863449877628	654.225073689932	600.291581247402	739.148958372476	698.108917135304	608.863449877628	682.679660189286	605.088614125146	676.659005294521	608.863449877628	725.634911070009	598.793965636323	680.159733802861	576.348040716198	645.090623453157
"ILMN_2753649"	2238.774365216	2172.16910972465	2392.71966153165	2291.08676854828	2038.72934461556	2344.17479582778	2027.76233348486	2280.73405112398	2378.7704591323	2186.20470769923	2275.12575399114	2160.32142142443	1991.95647916811	2437.69181597397	2421.45889616819	2137.89879443808
"ILMN_2713566"	129.626676934435	122.381747018503	128.914781160597	127.442554755328	138.567630884841	125.311408182941	115.400876110686	132.824965547523	120.815252584674	152.242773442054	106.703439289465	135.937014645976	119.014603234646	125.717718545231	140.488194375122	139.284609872926
"ILMN_2936118"	9524.23049796945	9679.86979993549	8970.46204139514	10081.4903606274	10654.5493197106	9733.49202329232	10847.3300226905	9995.85037022699	9995.85037022699	10400.5498907011	11304.6275526543	8545.20166067849	9926.93805336734	10654.5493197106	10770.9772625105	9140.78981126193
"ILMN_2985836"	205.809370276955	192.988158659907	177.798995170347	184.233072052456	174.134861218255	183.367614056388	165.46909401064	170.899744598105	203.49305904323	196.985459843389	204.861716073678	179.667151886705	187.987425801295	172.841991606866	169.829033484612	202.195063767501
"ILMN_2671124"	13698.9329466581	14410.642470809	13698.9329466581	14685.9421523141	15507.4267150445	14165.7878914904	13180.1501212282	14563.465213617	14685.9421523141	15014.9966384274	14685.9421523141	12854.7035403963	14878.894864136	15145.2980636378	14563.465213617	13385.901164148
"ILMN_1212759"	442.400997818043	510.089253916125	425.768602271523	345.41057362798	387.987549505919	497.170618302724	409.687349201073	394.773899518896	422.842241409776	425.768602271523	377.971971355893	436.803877994107	390.199295475592	397.787696509851	346.313572744169	430.795514318253
"ILMN_1224754"	6144.17544330543	7001.50794867827	6198.76968771754	7558.5839520557	6650.88506750755	6749.77681554315	6836.96989481847	7659.71763370047	8545.20166067849	8063.44496885531	7772.78111123349	7233.50805734381	7179.48703719234	7285.44183967124	8394.53348158026	9679.86979993549
"ILMN_2716085"	4154.87764876617	4341.58421143691	4803.48097202452	4318.97174073948	4570.33787385386	4294.68948196643	4318.97174073948	4389.15286275448	4173.05951318988	4050.92331070613	4188.92597363646	4469.64402141686	4546.45398765351	4369.56547501024	4469.64402141686	3908.65425904043
"ILMN_1230019"	985.119754323918	892.698104946664	1131.32489707104	991.965816184662	1194.73518117459	1178.76148591676	965.318369478886	1212.83092439921	1297.227140711	1181.27663781744	948.283943465466	1094.91846611987	1143.94788901273	846.917749493412	1084.00972064786	1317.51629697322
"ILMN_2592519"	259.556429279655	258.401135964117	200.20196354973	238.911297108168	351.861132586229	264.303102291908	203.920570797076	236.702304059992	239.31542748689	279.457878773484	241.303055012488	287.18485944085	299.720866161668	286.607148354105	221.51153909814	299.720866161668
"ILMN_2454788"	652.886512492058	584.864737647089	666.025371738837	513.043520787228	951.297676737736	561.0528650787	607.070926683206	477.975260546603	538.261484476544	669.949575492081	515.060966875333	548.166609871487	643.740882867029	508.17621537862	559.971732937553	624.497522261987
"ILMN_3085126"	324.422331001762	347.102352454971	367.098277222458	295.031307777974	397.787696509851	338.109642059376	308.321377450467	312.034060217891	299.403220259156	351.289954171193	297.53291012773	332.399485728257	376.832713969815	293.801850873345	296.124702961266	384.006579502194
"ILMN_2593196"	382.556111882715	380.607812573802	493.643936051451	523.442104742881	513.043520787228	382.556111882715	374.061397185543	569.066307847678	565.982118733903	451.312410239045	562.073866839104	418.577617997242	437.842709201222	414.443295127803	557.177054198778	436.092478905018
"ILMN_2848354"	140.701257834202	144.915602796684	146.819124037472	128.780018750781	139.094526344617	144.264900995596	115.209460517817	122.546496419683	139.459686038669	136.723677064125	143.491255073536	165.335475028765	120.396051249848	120.662592417054	111.97459784113	137.536897260834
"ILMN_1247277"	137.253697568404	129.523676240192	148.988471968704	124.655569964555	140.380193958127	148.988471968704	109.17599710232	122.220802980998	135.999849205958	143.159105203829	113.114428302488	149.192291500612	151.132636934301	146.547396114045	144.264900995596	115.77355981723
"ILMN_2735981"	3352.90427036423	3640.26634162095	3164.98266073852	3436.7741914167	3268.03990308467	3487.51731601584	3837.17208425746	4031.89920694254	3739.24087709924	3546.21196936439	3504.5330819061	3574.89155234138	3455.7090443973	3640.26634162095	3436.7741914167	3487.51731601584
"ILMN_2681742"	158.159665522664	167.520728821314	167.724168946639	177.442573986706	152.877946435042	153.009240305399	143.621532596871	171.668842120446	138.853476887168	146.547396114045	211.926970827123	175.824331093837	158.159665522664	222.16390291363	150.40862519089	147.118995505131
"ILMN_3071312"	124.965194700077	150.70876745718	112.563090464745	120.815252584674	120.247365978183	146.462104393352	130.321949046617	130.72076036152	129.816401467278	108.331671574953	141.058237785249	130.084944153987	120.720587628632	133.502300205809	109.106825834785	119.860989284751
"ILMN_2697552"	122.220802980998	123.571761485018	122.732407245354	139.675534809609	103.175519248052	122.220802980998	144.386247461882	169.227671871408	126.797088214796	118.059204758159	153.297641656477	115.932639559749	115.841142949281	164.4840308332	147.893363265102	137.903538895878
"ILMN_1216732"	8545.20166067849	8184.60971115004	8394.53348158026	8802.47765141527	7495.99018843757	8394.53348158026	7558.5839520557	9679.86979993549	9926.93805336734	8970.46204139514	7855.21894203151	9926.93805336734	7855.21894203151	7938.04678752724	9277.35401630601	8802.47765141527
"ILMN_2836710"	9405.66360399873	8673.49630935748	8802.47765141527	10911.0019746959	9405.66360399873	9828.75747932773	8802.47765141527	9926.93805336734	10532.4161285351	9926.93805336734	10168.3621271348	8970.46204139514	10400.5498907011	9140.78981126193	9733.49202329232	9828.75747932773
"ILMN_2629648"	493.643936051451	371.600851240809	478.991297486871	541.112636991462	572.646540809747	500.179062611126	437.842709201222	462.810909779276	483.061187025741	455.446747893589	435.374994880799	544.620947145683	447.113233563599	392.011471931657	545.354264519104	467.495624282937
"ILMN_1237299"	142.623446057129	159.282287272072	138.927551508505	134.027623430229	136.650787376488	130.995131053627	117.279188350543	145.471670193354	144.000615667494	132.094335725102	121.874657307161	128.914781160597	153.533912736861	122.220802980998	143.621532596871	125.783581268685
"ILMN_2590185"	3388.0692882018	3164.98266073852	2743.38590771225	3546.21196936439	3050.13176483283	3311.50515454717	3688.5917506401	3562.16278131012	3086.39550634377	2925.33320913453	3688.5917506401	2942.10646832765	3837.17208425746	3415.53111350211	3155.39645327762	2799.73674532284
"ILMN_2840327"	182.245042800604	212.5573246087	185.132821029596	192.452770944407	193.25526707209	216.722956740665	192.762545683941	201.966006056777	218.140229382166	192.762545683941	228.082370183228	205.389544891295	177.632541344857	231.47497270587	162.620367348083	212.977605848297
"ILMN_2672208"	745.088536808234	737.385488084088	612.92260310072	545.354264519104	670.909867084341	663.143971303895	737.385488084088	536.898960609085	608.007235546122	654.225073689932	699.530936062573	565.982118733903	768.972684101793	676.659005294521	605.839889627519	761.952174533567
"ILMN_2801601"	127.934246069052	110.032012406799	122.885800016726	126.006863969811	126.343589580265	114.531252257369	124.031900927792	115.400876110686	124.655569964555	137.745312203947	101.013292609285	121.755355609417	129.096684277202	145.036169181516	128.39049452204	130.942964202919
"ILMN_3059326"	2398.60463054789	2310.57735083207	1902.23446186221	2304.48073110627	1913.2253298768	2101.30165116618	2517.44601991079	2151.34786012481	2600.23409557469	2681.97273643731	1982.93774799863	2164.78053532982	2491.96409084133	2034.35253285924	2658.21229187029	3125.45292650575
"ILMN_2963792"	1435.63473335416	1691.35971236666	1443.96608098176	1347.01913925616	1411.38807171846	1557.45955604536	1630.24961059358	1432.80883382241	1353.31602173232	1404.59972375186	1691.35971236666	1353.31602173232	1617.11962946916	1597.08343778832	1557.45955604536	1504.72332841379
"ILMN_2682493"	152.377515527579	128.632746974787	116.915193033786	138.373904367935	137.608689525414	137.121963218069	167.053334608905	148.723950888769	148.723950888769	133.261137432004	132.01996265373	177.051481898286	134.343680181787	132.708238268148	160.494081590047	119.931884021552
"ILMN_1224256"	232.486160686618	219.112334625771	250.854119994181	246.2046670309	255.338881398804	272.142736569558	211.706984207265	234.186150748252	276.698861075428	249.30554364699	263.258872356893	267.931406168734	229.149611345125	218.657386557828	231.010064292501	283.843766159967
"ILMN_1225324"	930.050978495257	945.786865955696	898.330864784587	989.358094277124	940.263767749402	983.216043520419	1055.80706765473	898.330864784587	869.526359668806	937.949351260574	1137.19881826386	917.216913961538	1024.37830234117	977.406945996395	1004.9899587149	788.463433026239
"ILMN_1247930"	874.731522183946	861.251524780702	959.787837486602	892.698104946664	889.228699621708	889.228699621708	768.972684101793	829.634450595627	848.67652127177	758.163579988949	905.843190269498	867.740220099205	661.963039808303	837.168170812938	767.838839423536	749.404831600933
"ILMN_2650557"	233.755943685035	276.698861075428	237.312229973484	183.367614056388	225.6721898839	235.431454607578	246.2046670309	171.253474144122	240.372981986077	231.85142385934	281.208315118697	258.401135964117	218.140229382166	241.663340972388	229.316913706979	238.319797973761
"ILMN_1228253"	393.025269879053	410.700348251494	407.496786726766	396.889348392585	400.725337101223	400.183256812542	401.868750610113	404.180892936034	335.721432484006	354.939555059617	370.017215952763	423.720770331442	368.647411557061	373.458488225664	357.837237110187	388.614061228496
"ILMN_2625047"	160.787823461447	192.762545683941	128.632746974787	183.862028995645	177.051481898286	156.401041745608	200.560484893706	159.008867025766	155.611028608165	153.533912736861	254.669788458206	153.426151855314	196.985459843389	219.601486407792	170.899744598105	172.4562283267
"ILMN_2596346"	9995.85037022699	9995.85037022699	10911.0019746959	11489.9714111655	9524.23049796945	10532.4161285351	10081.4903606274	10847.3300226905	12254.9238344302	9995.85037022699	9206.73108746769	10168.3621271348	9206.73108746769	11043.7891212384	11158.6869048755	12047.6910728434
"ILMN_2870443"	595.065318460006	640.584477096208	605.839889627519	652.886512492058	684.766543768476	683.530619878619	652.886512492058	622.393440816523	683.530619878619	700.337727675978	704.743737743348	736.11958040544	733.36673288219	587.185157087851	607.070926683206	711.733809420746
"ILMN_2594149"	21184.8670434775	21616.7850937828	19985.2531051584	20640.2705254456	21184.8670434775	20295.3899175906	23245.8513068425	21184.8670434775	18438.1212916794	19064.1358842617	22528.2378565667	19985.2531051584	21616.7850937828	22528.2378565667	21616.7850937828	19348.7365780809
"ILMN_1219155"	190.555221569346	182.935706343769	162.099417814785	180.377314920561	136.142331643115	150.932858229333	163.276772261175	155.051586413684	174.565583602027	138.00464100145	171.441353435523	200.944654669667	206.420579823501	167.363119225178	174.134861218255	159.562306296357
"ILMN_2694998"	1607.38483386194	1454.49158800563	1773.72180874851	1597.08343778832	1923.38882544072	1504.72332841379	1634.7422424773	1414.72176760012	1378.06889758268	1662.80148195705	1463.28499561063	1447.2700511658	1546.85419362015	1514.18616050431	1454.49158800563	1471.04040062753
"ILMN_2887619"	6564.85043603305	8264.61815174206	7056.43925386236	7056.43925386236	8802.47765141527	8673.49630935748	7495.99018843757	8184.60971115004	7056.43925386236	6084.12145160063	5631.3418704369	8063.44496885531	8184.60971115004	7134.2873070761	7938.04678752724	6106.76664617427
"ILMN_3109989"	1828.33996102725	1839.04848246197	1866.61650637675	1955.08326156861	1707.9838876821	1828.33996102725	2086.02440178453	1800.81567094327	1977.87423598059	1823.64722804165	2344.17479582778	1815.2484142904	1923.38882544072	2408.79642663082	2049.25909277443	1607.38483386194
"ILMN_2669487"	1796.1390301564	1680.43549590423	1235.42834224468	1099.44128159546	1490.34422459475	1790.14980338124	1955.08326156861	1013.49558843248	1365.47249100795	1310.59039983061	1931.16393843253	1630.24961059358	1590.9659849439	1855.10318395895	1200.704105719	1290.63799421328
"ILMN_3100456"	340.589595417184	334.031846979864	334.031846979864	314.549967991377	304.632075903786	311.000506243549	321.549779122604	287.18485944085	333.130500432229	329.32143602277	333.130500432229	311.000506243549	270.724541141638	303.614855315165	341.228753161057	306.634486879316
"ILMN_2901626"	468.993683910487	544.620947145683	507.273115891989	706.284441624734	430.795514318253	581.436617213956	614.241136785525	641.612207772249	715.985359242266	457.295212628422	670.909867084341	634.584712767186	637.214512198524	713.73301720996	755.256925520906	524.290765050452
"ILMN_1213736"	739.148958372476	604.427854477451	572.646540809747	612.92260310072	444.292517311211	622.393440816523	643.067468807593	639.375841178388	674.493014752884	675.780750465078	643.067468807593	669.949575492081	673.349284517312	656.941196974626	679.065608598716	660.217110348304
"ILMN_2614728"	6944.6714935566	7340.67920167756	6914.37681810861	5835.71782658173	5939.43994677619	6390.45053168277	7001.50794867827	7134.2873070761	6836.96989481847	5631.3418704369	5799.22040107249	7100.33714846627	6012.32452029422	5835.71782658173	6390.45053168277	7495.99018843757
"ILMN_2957580"	128.780018750781	118.208425801728	111.666750390826	147.813169896695	145.893815714792	126.166155027364	130.580021460051	126.006863969811	106.703439289465	118.517884688528	115.626688573719	133.604508843106	112.631665305785	126.945301527387	111.184254171514	111.847660209278
"ILMN_2852380"	683.530619878619	626.85468582522	655.822499878846	565.227305694532	722.012194084451	619.866142395941	572.646540809747	638.368124445089	501.14908695736	722.012194084451	514.087578357526	694.598224841115	582.44783176297	516.442541723363	576.867786688268	692.517412196694
"ILMN_2753219"	6650.88506750755	5672.27291212232	7179.48703719234	8595.52411185406	7855.21894203151	6168.96112854773	6198.76968771754	6944.6714935566	7998.15170215829	6749.77681554315	6749.77681554315	6749.77681554315	6618.92088548356	7056.43925386236	7855.21894203151	6880.61273446506
"ILMN_2869075"	108.748902203639	123.425476019088	128.780018750781	125.879797146185	141.362619424953	129.523676240192	129.899659849871	127.252480303086	117.496346712458	124.367303075994	126.564675170455	132.239810730961	119.315660544283	123.425476019088	129.816401467278	119.492683459936
"ILMN_1216143"	4902.69697419002	5262.06109033351	5586.3455021509	5284.95407106829	5418.49892093275	5025.1209460744	4867.87863738599	5103.71226133834	4803.48097202452	4993.88923671829	4570.33787385386	4770.36660652933	4453.46870908201	4482.89503340539	4751.37878302292	5326.07470070583
"ILMN_2615628"	514.087578357526	557.177054198778	840.865295593909	740.376179819835	638.368124445089	715.103216399852	584.864737647089	786.184669667624	611.943059223572	544.620947145683	522.384965559275	587.877611573249	521.774557942233	630.895572417216	650.577347567717	708.313622126419
"ILMN_2711442"	467.495624282937	433.532713228101	489.816058659362	401.329469307699	558.054096975387	383.099109544962	524.290765050452	394.159909491468	317.659727272199	535.583123957238	411.135672747695	400.725337101223	499.213894066959	390.199295475592	457.923431318896	410.140512069712
"ILMN_3092653"	1902.23446186221	1834.21792675992	1554.03621451117	2975.32885515079	1419.56967481821	1691.35971236666	1855.10318395895	2546.57914612061	2762.31082461874	1607.38483386194	2860.32191816475	1790.14980338124	2093.27667796353	2527.95470304913	3134.76994148787	1435.63473335416
"ILMN_2757489"	4369.56547501024	4389.15286275448	4318.97174073948	4612.04555847863	4412.29390826301	4867.87863738599	4525.75696778421	4453.46870908201	4867.87863738599	3965.05198620695	4993.88923671829	4590.41768495666	4664.69540071689	5025.1209460744	4294.68948196643	4013.84896999755
"ILMN_3075157"	176.348336514443	197.903607631961	194.841681937224	191.324029083894	172.083020906553	175.614197850302	162.969487506706	200.695577684679	204.365122932385	193.478711451474	222.750448907332	222.750448907332	149.426844998698	216.950664300669	219.934861123253	177.051481898286
"ILMN_2640944"	18858.0401512516	18858.0401512516	17202.724821694	18213.1150963659	15913.3164816302	19676.1317878522	18858.0401512516	18666.4948650346	18666.4948650346	17684.2165878996	18213.1150963659	18858.0401512516	17202.724821694	20640.2705254456	18666.4948650346	16988.5029786966
"ILMN_3071104"	773.526508127507	869.526359668806	951.297676737736	765.139993594213	849.949538303924	797.027391520704	903.42188159395	701.56320972079	777.153003883988	898.330864784587	780.69618828818	928.187427928238	857.424028072738	812.312376136634	692.517412196694	892.698104946664
"ILMN_2628066"	527.954141889777	453.805390606912	439.917448897832	458.882772635372	620.974265311201	508.17621537862	550.78048574233	463.979275617192	501.962334052812	514.087578357526	496.170762440218	524.290765050452	498.184720185385	461.818637527155	443.644121915112	492.988189918442
"ILMN_3134607"	367.098277222458	398.341048813066	409.687349201073	346.723865234245	522.384965559275	422.842241409776	378.483709096339	374.983211681668	361.061433904275	396.229400400947	374.061397185543	383.099109544962	421.197854159782	363.224969107568	345.749044024304	442.400997818043
"ILMN_2925196"	597.180013684023	563.673327915243	618.851497893777	531.36811415763	608.007235546122	584.864737647089	540.551187651837	551.573187220018	507.273115891989	597.180013684023	465.632747287709	608.007235546122	559.971732937553	507.273115891989	505.312650197434	612.92260310072
"ILMN_2429800"	8128.53235536056	7938.04678752724	8469.81081114556	8184.60971115004	7772.78111123349	7938.04678752724	8184.60971115004	7710.14394710641	8329.57996083123	9405.66360399873	8184.60971115004	8394.53348158026	8802.47765141527	7710.14394710641	7998.15170215829	8897.52066620408
"ILMN_2900016"	125.949880179087	126.247718441168	101.525760269039	103.175519248052	112.948371489637	112.827994082407	96.9599031261203	103.527300541447	105.750317021415	127.442554755328	121.453413035623	116.688517872096	114.608914629939	108.58429293765	112.631665305785	107.946117122873
"ILMN_1245874"	1159.39816733432	1447.2700511658	886.792061085139	726.939714179538	1159.39816733432	1373.42416223434	1463.28499561063	750.941650210717	833.908204651616	1037.69692792628	1176.10730392369	840.865295593909	1328.17570829819	1081.96878791684	759.909230891062	1058.77964848659
"ILMN_1215004"	9277.35401630601	7611.755125839	7659.71763370047	6944.6714935566	6705.45195336854	8329.57996083123	7772.78111123349	7285.44183967124	7855.21894203151	8264.61815174206	8128.53235536056	8739.60923264735	7461.27836956797	8128.53235536056	6914.37681810861	7998.15170215829
"ILMN_2711892"	512.160650288439	457.923431318896	591.691498327043	521.774557942233	434.34768033421	486.357484360958	445.757779820815	554.916521826759	524.290765050452	524.290765050452	471.515136000795	454.445903662889	351.289954171193	493.643936051451	528.992956985554	410.700348251494
"ILMN_2987564"	10400.5498907011	10168.3621271348	10267.2014193161	9454.64367310926	9828.75747932773	9140.78981126193	9679.86979993549	10911.0019746959	9348.13607737527	11304.6275526543	9617.49028807249	10400.5498907011	9679.86979993549	9733.49202329232	9454.64367310926	10532.4161285351
"ILMN_2603383"	167.520728821314	162.455066019124	152.377515527579	159.282287272072	113.662215148934	171.668842120446	150.311196539794	157.770027569202	177.798995170347	152.79765276603	184.920775954399	153.666086221095	173.211312767249	167.520728821314	185.132821029596	136.723677064125
"ILMN_2616151"	160.884975410803	172.4562283267	201.311003119315	160.494081590047	188.202678368308	169.538005082177	223.432748542269	163.276772261175	125.623699139776	172.4562283267	176.466848772286	176.191927606831	151.227679920633	119.014603234646	153.666086221095	142.862661358293
"ILMN_2657822"	128.53607558171	146.819124037472	142.137066301448	130.580021460051	132.889720563149	139.172620704951	126.006863969811	140.701257834202	130.178186644455	138.567630884841	108.994400660795	125.623699139776	111.767950278869	112.877093613674	98.1834847249194	150.845248267724
"ILMN_2456617"	855.011038187025	853.627757889785	851.169842630701	770.657424548038	835.723268679927	752.198559385844	829.634450595627	773.526508127507	700.337727675978	844.680446119882	851.169842630701	857.424028072738	844.680446119882	872.608817597131	842.688415100829	773.526508127507
"ILMN_2718600"	643.740882867029	611.061124146938	589.135017239566	542.263212048018	605.839889627519	645.090623453157	611.943059223572	576.348040716198	573.743451712404	582.44783176297	674.493014752884	669.233042639549	580.590102420531	618.851497893777	514.087578357526	632.053062097683
"ILMN_1251170"	180.202211021147	184.920775954399	169.944186877935	169.829033484612	156.121358462116	176.466848772286	157.159400459038	140.380193958127	176.889527700379	182.935706343769	194.502804031943	163.155990520308	210.261736487477	177.632541344857	179.809351900118	206.420579823501
"ILMN_1246720"	170.335606325394	148.431207286769	153.297641656477	162.969487506706	235.186465907689	199.405858032412	167.363119225178	184.494667474974	151.58614797513	191.606404578557	133.106948881412	144.264900995596	168.239908532979	104.106989725942	150.311196539794	180.202211021147
"ILMN_1234419"	886.792061085139	740.376179819835	876.289079500583	773.526508127507	844.680446119882	759.909230891062	759.909230891062	848.67652127177	717.755525713106	626.85468582522	675.780750465078	844.680446119882	692.517412196694	651.622058472051	688.108999965483	1030.58735466002
"ILMN_2629112"	1221.36341447262	1347.01913925616	1463.28499561063	1035.55198745705	1162.16877003264	1205.64142442652	1118.02504035849	951.297676737736	1261.98996803878	1269.81693081828	1483.7263398737	1338.78788020865	1212.83092439921	1373.42416223434	1173.83264123808	1441.86322463571
"ILMN_2667257"	106.216280948721	114.998615494998	120.351071254099	117.785934359183	139.172620704951	122.885800016726	119.251864303078	111.382485537916	119.492683459936	105.790916015962	142.990762116254	127.862275571244	157.159400459038	116.736499696875	117.350246625142	117.422305967968
"ILMN_2823733"	226.515107906241	220.429638133556	359.984658948878	384.462653973181	337.014788298584	278.961632185348	265.870976929483	346.313572744169	280.741650420012	348.167468033613	256.555907014504	277.817298298804	218.657386557828	273.422666182531	412.799166050593	299.403220259156
"ILMN_2885016"	241.303055012488	238.911297108168	249.30554364699	243.28234993315	247.797084765384	269.436074241268	233.755943685035	221.259530668973	230.586894916229	320.703270192076	224.075622338378	204.365122932385	234.186150748252	197.309912295578	228.620297648506	248.872173012299
"ILMN_2669416"	2319.29941086122	1997.85516817262	1058.77964848659	1557.45955604536	1331.36556034682	2186.20470769923	1657.92360724981	1739.73580308818	1599.78335789271	1048.77311056421	2461.53976847931	2186.20470769923	2398.60463054789	2586.70786598575	1118.02504035849	1210.22652055668
"ILMN_2873174"	377.971971355893	381.8812816662	386.46713541147	391.564495817494	367.691816226365	344.313755965988	430.795514318253	374.061397185543	342.429928668099	372.850028276935	437.842709201222	377.453053178784	434.34768033421	388.614061228496	432.78847894473	394.773899518896
"ILMN_2699367"	149.281879076115	140.851330877256	144.788626383627	145.987710002402	175.824331093837	173.211312767249	148.723950888769	165.693555050172	181.140519959859	148.264868918934	159.884765712734	166.586690453698	172.4562283267	137.253697568404	145.987710002402	147.708203846691
"ILMN_2588737"	876.289079500583	804.903850840268	829.634450595627	842.688415100829	1003.01825287194	921.921381946368	880.61525495094	876.289079500583	915.530935037853	896.251871192917	743.733970738478	823.005906589404	975.158444587998	615.564883538292	780.69618828818	1055.80706765473
"ILMN_2639375"	415.135445052864	417.193455037449	415.135445052864	519.438887945417	439.917448897832	451.9511651294	424.367987567879	465.632747287709	468.296640245382	439.917448897832	457.295212628422	475.216984487059	438.525030888638	412.267596016175	569.066307847678	468.296640245382
"ILMN_2460043"	220.18694689149	190.555221569346	178.35765305637	215.980660033801	180.7502917237	200.944654669667	195.292833155716	190.929292501064	210.452183639325	200.560484893706	257.622355177836	182.726738639224	236.441210094834	217.260753679633	201.311003119315	246.2046670309
"ILMN_2992403"	742.20864008557	758.163579988949	755.256925520906	832.448776455897	783.777326733137	772.22662727611	756.615943878791	756.615943878791	766.160182022922	837.168170812938	809.690848397233	703.966429129598	787.684954155317	749.404831600933	825.656385272242	728.064356016783
"ILMN_2664548"	3436.7741914167	3504.5330819061	3352.90427036423	2860.32191816475	3426.01758688045	3661.47490301779	3574.89155234138	3268.03990308467	3467.99643904355	3283.43634680464	3146.97959344395	3134.76994148787	3778.76274639228	3404.35086576684	3574.89155234138	3376.26211501275
"ILMN_2689986"	1947.52902427956	2079.75263125948	2137.89879443808	1514.18616050431	1871.8803762503	2105.47666289661	1972.63304728739	1696.05118475531	1546.85419362015	2055.52392588269	1450.75466185122	2086.02440178453	2130.4721185222	1490.34422459475	1441.86322463571	2105.47666289661
"ILMN_2704177"	554.916521826759	708.313622126419	523.442104742881	401.868750610113	571.860235655038	526.131853667034	605.839889627519	524.290765050452	480.040798565325	538.261484476544	510.689020804935	546.194225752317	519.438887945417	477.975260546603	406.350502684524	584.864737647089
"ILMN_1253650"	148.150321609599	165.056927324639	130.580021460051	133.604508843106	130.002501681526	159.008867025766	147.560538045522	138.567630884841	130.264048613133	134.027623430229	177.798995170347	156.525952131004	149.817266082515	183.526426009998	103.050552871349	141.160168652535
"ILMN_2822141"	5537.78620538612	5352.70573543921	6012.32452029422	6049.79317968774	5352.70573543921	5978.88194650341	5103.71226133834	6084.12145160063	5418.49892093275	5386.70873597429	4693.71813860176	5835.71782658173	5352.70573543921	4546.45398765351	4832.92315355383	5352.70573543921
"ILMN_3067404"	229.316913706979	254.180467124119	214.597367693264	240.372981986077	256.555907014504	238.911297108168	241.663340972388	231.85142385934	230.272966465125	235.186465907689	244.457439523694	212.759264977432	250.071917436844	283.843766159967	220.619466796737	241.663340972388
"ILMN_2684732"	838.978283530391	842.688415100829	975.158444587998	853.627757889785	740.376179819835	807.944357744778	788.463433026239	842.688415100829	827.701272126179	745.088536808234	951.297676737736	851.169842630701	710.618477832433	827.701272126179	801.719963930289	710.618477832433
"ILMN_2933151"	126.006863969811	153.533912736861	139.763944968546	121.323202977162	118.930418126851	121.052686709574	135.691044352101	120.351071254099	116.518024837448	138.658707954989	112.563090464745	120.247365978183	130.002501681526	135.855611844778	117.85685728919	113.36488227286
"ILMN_2874422"	295.355989509007	224.595874476887	272.36993454556	250.854119994181	322.925946013011	242.592555377262	240.652854907352	264.303102291908	215.980660033801	300.282499911533	224.382424261451	244.739932600965	237.312229973484	265.163589820989	229.66749650735	228.082370183228
"ILMN_1216405"	187.734282892149	205.65617992419	310.10030447721	247.518299233308	227.173440740117	199.772163355388	204.558807895178	242.060728579353	252.078043193026	241.663340972388	202.992455933515	202.835088519857	190.555221569346	220.888051216361	217.559994838022	177.972434300043
"ILMN_2596007"	2693.59136958246	2762.31082461874	2214.70921075527	2055.52392588269	2330.0524756461	2421.45889616819	2834.08857977463	2061.59677423887	2392.71966153165	2378.7704591323	2704.16269041435	2672.98199990312	2429.83060787115	2658.21229187029	2101.30165116618	2586.70786598575
