"CDR017-DIL"	"CDR025"	"CDR021"	"CDR029-DIL"	"CDR022"	"CDR018"	"CDR026-DIL"	"CDR030-DIL"	"CDR031-DIL"	"CDR023"	"CDR027-DIL"	"CDR019"	"CDR020"	"CDR028-DIL"	"CDR032-DIL"	"CDR024"
"ILMN_1224117"	1387.12524637218	1540.36464209304	1471.04040062753	1331.36556034682	1287.32799571059	1397.46968781217	1411.38807171846	1357.34149352557	1432.80883382241	1560.93677982901	1537.27322008714	1277.18644963781	1447.2700511658	1612.70288645426	1427.19000521862	1475.39801894284
"ILMN_2635348"	538.261484476544	549.256950533982	632.053062097683	549.914065434061	595.065318460006	527.954141889777	526.981800947681	559.971732937553	556.023248627938	570.897239116234	538.261484476544	516.442541723363	524.290765050452	565.982118733903	526.131853667034	543.576579910542
"ILMN_3045217"	127.078465549472	120.396051249848	132.487906926055	165.335475028765	114.455521617831	125.041741787042	138.567630884841	177.293552302911	141.769940421901	130.002501681526	140.759964590299	140.264539435303	133.855613491287	151.95076959431	150.932858229333	117.496346712458
"ILMN_2989469"	174.344941021627	140.968097247069	145.756486758951	149.281879076115	163.686571395598	155.738134185051	151.032792126625	150.40862519089	144.49379094517	169.829033484612	165.056927324639	155.611028608165	132.487906926055	149.666321266162	158.466173452721	150.40862519089
"ILMN_1226666"	309.240610376989	374.983211681668	290.338434638436	278.356093741905	270.227920450813	345.082319931223	327.97037880603	280.741650420012	260.56095655257	260.56095655257	359.984658948878	338.601169726738	395.443579725694	352.947628805724	351.861132586229	315.47843291778
"ILMN_2819496"	110.090995689144	114.290725666486	95.9858690131521	98.8138507566875	94.0779123955253	104.867024670218	125.118570304517	115.209460517817	108.396103325062	89.9144877922206	159.124706496925	110.090995689144	125.190213925272	135.691044352101	116.736499696875	93.7007640312961
"ILMN_2797276"	130.321949046617	101.972737845582	97.3947084353469	108.437285469139	96.9358672577042	105.481362698473	117.927701928658	107.59839578992	107.946117122873	109.647152891523	131.319323155399	132.162681895395	126.392319829276	114.105246749778	100.763566868037	97.4187272625265
"ILMN_2630827"	203.49305904323	217.847533865438	192.762545683941	208.683242207842	225.203313337471	216.372017027966	238.570671161478	217.559994838022	245.025835793392	211.147181277394	179.809351900118	206.840093187987	194.316338469883	207.656860878918	221.850086547945	192.988158659907
"ILMN_2694758"	552.345906709907	593.19568221036	554.107133507177	552.345906709907	462.810909779276	487.714220565744	571.860235655038	522.384965559275	521.774557942233	513.043520787228	572.646540809747	553.302360286551	525.245809152553	511.250492639999	494.515919489221	542.263212048018
"ILMN_1259127"	2942.10646832765	2822.77753636204	3325.91431061194	2600.23409557469	3376.26211501275	3256.30456989992	2646.32468129236	3618.6873557917	2891.63728375419	3050.13176483283	2392.71966153165	2811.9776596819	2771.03398266341	2752.40980667495	2975.32885515079	3467.99643904355
"ILMN_2953513"	197.690341555904	191.606404578557	147.230665874669	156.78985777026	166.586690453698	208.342866072565	177.798995170347	134.531531037531	158.159665522664	182.417100840245	165.896523063788	185.411878541599	198.184999036817	183.862028995645	162.969487506706	140.380193958127
"ILMN_2699995"	383.448718359218	376.453460504179	447.998370659659	426.735378104158	346.313572744169	360.466877504648	338.601169726738	509.070989302208	379.16539741846	388.614061228496	337.688153904945	440.43044501891	302.848628343949	437.842709201222	374.061397185543	383.448718359218
"ILMN_2771326"	1210.22652055668	1092.60698554951	1347.01913925616	1269.81693081828	1218.51369283829	1304.46100502724	1162.16877003264	1103.22982861311	1055.80706765473	1055.80706765473	1269.81693081828	1414.72176760012	1066.31568794456	1143.94788901273	1162.16877003264	987.147449462484
"ILMN_2668236"	140.380193958127	142.525068585663	149.930586935989	115.400876110686	159.747609039967	141.988761043273	140.759964590299	131.319323155399	108.250359856489	137.121963218069	103.364010810761	154.033349208047	142.525068585663	110.791843296158	112.349376051708	155.849890190469
"ILMN_2788073"	186.548711948991	180.950794014374	175.824331093837	238.570671161478	165.46909401064	168.773439457325	173.677999985565	191.808650365076	211.147181277394	167.219035652847	194.316338469883	200.695577684679	191.324029083894	145.756486758951	199.772163355388	209.059996081712
"ILMN_1221789"	478.991297486871	430.178775993743	543.576579910542	524.290765050452	507.273115891989	540.551187651837	435.374994880799	526.981800947681	474.307243927206	450.27013558777	456.482057300313	574.367524262937	421.96369766679	381.8812816662	483.833631855226	495.545934756306
"ILMN_2924419"	292.87876165168	294.332756499546	333.130500432229	400.725337101223	379.16539741846	322.02667824773	248.174318803187	400.725337101223	437.842709201222	333.522652675556	342.429928668099	225.41653212484	363.224969107568	323.467955538395	436.092478905018	359.485404132659
"ILMN_2752569"	944.069755233507	942.495779701235	940.263767749402	930.050978495257	754.05640305971	900.439591125829	832.448776455897	981.6827732592	1050.61933176029	949.870661155862	1043.77779900926	704.743737743348	886.792061085139	1118.02504035849	1099.44128159546	857.424028072738
"ILMN_2766455"	689.527467464161	666.025371738837	667.896865473216	667.896865473216	598.793965636323	655.822499878846	646.539579482448	597.180013684023	593.19568221036	664.061565469697	640.584477096208	688.108999965483	704.743737743348	589.135017239566	611.061124146938	674.493014752884
"ILMN_2683831"	116.915193033786	120.662592417054	114.998615494998	115.693118886141	93.0181382496271	128.53607558171	123.255338015182	147.230665874669	143.621532596871	110.214726115943	121.755355609417	146.670445151208	137.814401761271	112.087421412042	152.79765276603	160.494081590047
"ILMN_2790573"	5326.07470070583	5453.97279517974	5537.78620538612	6144.17544330543	5835.71782658173	5262.06109033351	5078.24189735046	6254.39919830063	5978.88194650341	5868.3269622726	6168.96112854773	5212.55761340828	5537.78620538612	5978.88194650341	6430.79846286899	5586.3455021509
"ILMN_2710449"	54194.7564436773	56076.4294739958	51858.7616373709	56076.4294739958	54194.7564436773	54194.7564436773	54194.7564436773	56076.4294739958	59308.135625	56076.4294739958	56076.4294739958	51858.7616373709	56076.4294739958	54194.7564436773	54194.7564436773	54194.7564436773
"ILMN_1242456"	1522.91468471907	1778.7266891868	1546.85419362015	1696.05118475531	1165.84288190668	1522.91468471907	1662.80148195705	1686.87515233674	1607.38483386194	1585.55432526063	2151.34786012481	1739.73580308818	1686.87515233674	1931.16393843253	1599.78335789271	1537.27322008714
"ILMN_2792362"	550.78048574233	564.302702174534	546.194225752317	553.302360286551	566.970475571112	558.054096975387	563.104221948796	533.535739839132	625.872656512986	635.677748923594	589.135017239566	575.119386778773	501.14908695736	536.898960609085	534.483861044185	559.156328240973
"ILMN_1215768"	4412.29390826301	4050.92331070613	4993.88923671829	3837.17208425746	4770.36660652933	4482.89503340539	4013.84896999755	4123.31420208485	3889.6810487444	4318.97174073948	3700.34006977285	4570.33787385386	4188.92597363646	3700.34006977285	3716.9446862486	3987.81468481283
"ILMN_2655721"	574.367524262937	552.345906709907	758.163579988949	649.569806957538	867.740220099205	660.217110348304	561.0528650787	724.54911601546	770.657424548038	683.530619878619	580.590102420531	580.590102420531	758.163579988949	491.605827793177	637.214512198524	740.376179819835
"ILMN_2609568"	1855.10318395895	1991.95647916811	2049.25909277443	2079.75263125948	2055.52392588269	1866.61650637675	1895.12827621951	1991.95647916811	2034.35253285924	2229.44947944565	1947.52902427956	2119.21728307726	1982.93774799863	1955.08326156861	2067.79611240475	2093.27667796353
"ILMN_2599782"	619.866142395941	652.886512492058	649.569806957538	627.959412239884	617.02128564708	682.679660189286	585.864542696785	699.530936062573	745.088536808234	726.939714179538	731.859079675467	552.345906709907	790.274498483684	585.864542696785	696.24331748087	838.978283530391
"ILMN_2464061"	183.685943619364	158.466173452721	176.889527700379	205.19637230636	185.640584706475	166.023176123193	190.158172748545	198.184999036817	205.809370276955	170.774090012748	172.655118248481	165.693555050172	191.085172063225	207.996656351522	197.158434133973	178.483750666646
"ILMN_3163029"	356.488082990997	403.627376356719	363.795679369119	417.840490435788	412.799166050593	347.102352454971	343.517475146637	361.699809697393	405.03336140191	372.327717478979	431.274701883777	333.130500432229	357.837237110187	391.564495817494	411.135672747695	337.688153904945
"ILMN_2720034"	7233.50805734381	6792.45456938007	6836.96989481847	7855.21894203151	7938.04678752724	6618.92088548356	7134.2873070761	7495.99018843757	7772.78111123349	7233.50805734381	8329.57996083123	6012.32452029422	7233.50805734381	8329.57996083123	7495.99018843757	7100.33714846627
"ILMN_2758234"	391.564495817494	443.644121915112	401.329469307699	451.9511651294	384.462653973181	439.917448897832	396.889348392585	451.312410239045	430.178775993743	390.999265497617	408.681985225802	480.820848301338	535.583123957238	424.988792295541	456.482057300313	409.215399173679
"ILMN_1251885"	181.140519959859	172.083020906553	150.569520870363	187.229607630758	182.417100840245	206.840093187987	176.024534259284	173.211312767249	169.944186877935	174.565583602027	164.4840308332	163.896574082405	179.078079007019	171.043779687388	181.528129125179	170.335606325394
"ILMN_2828687"	306.218880238491	284.388297954252	347.102352454971	289.144817378513	298.597156418358	322.925946013011	292.541195259487	290.338434638436	285.787803887343	241.014183077406	334.57111964822	322.429805868317	292.87876165168	340.589595417184	332.399485728257	332.019978355757
"ILMN_1251534"	190.929292501064	214.597367693264	222.750448907332	233.081033578991	197.483925733484	200.008144797969	182.935706343769	216.372017027966	219.112334625771	212.977605848297	218.35991705037	194.695463161791	194.112989336504	213.378807548246	217.260753679633	182.101090257859
"ILMN_2688639"	740.376179819835	780.69618828818	692.517412196694	737.385488084088	909.488197967104	814.23820642269	655.822499878846	817.720462789958	807.944357744778	752.198559385844	814.23820642269	817.720462789958	833.908204651616	820.966642083808	676.659005294521	833.908204651616
"ILMN_2678724"	194.316338469883	139.675534809609	154.339568322638	162.455066019124	164.730527533755	145.893815714792	174.344941021627	176.889527700379	136.281499004994	168.935582428842	153.533912736861	177.293552302911	174.344941021627	170.899744598105	140.851330877256	152.242773442054
"ILMN_2781805"	419.648317736634	412.267596016175	316.123703729629	421.96369766679	393.025269879053	433.532713228101	416.545855976987	390.199295475592	341.228753161057	357.145578608382	375.922547858525	368.647411557061	383.448718359218	409.687349201073	361.061433904275	332.818739222092
"ILMN_2449449"	1035.55198745705	966.856064015338	1308.0023327069	1274.61640848613	1163.957465883	1108.87265294348	975.158444587998	1242.40227140238	1043.77779900926	1126.45601959192	928.187427928238	1159.39816733432	936.33458055629	903.42188159395	1304.46100502724	1064.24293692635
"ILMN_2672708"	412.799166050593	437.842709201222	411.135672747695	370.416605434968	353.984657015822	483.061187025741	374.983211681668	308.321377450467	327.97037880603	325.816960107688	400.725337101223	434.34768033421	389.732406591134	359.984658948878	280.741650420012	371.600851240809
"ILMN_2593104"	235.431454607578	315.045286532507	222.16390291363	276.146781442055	199.239629687151	260.56095655257	239.632616152097	295.800991277182	309.747407550305	239.31542748689	344.313755965988	282.585875849861	309.747407550305	292.178252353524	278.961632185348	236.159225744953
"ILMN_2593038"	2451.34316276235	2491.96409084133	2693.59136958246	2119.21728307726	3283.43634680464	2576.68308930613	2392.71966153165	2164.78053532982	2145.14444411681	2811.9776596819	2086.02440178453	2600.23409557469	2762.31082461874	2319.29941086122	2287.00348208224	2872.93520030136
"ILMN_1245768"	359.984658948878	413.947015320193	323.945870831031	330.94123552466	394.773899518896	364.494727724366	358.772538402066	356.488082990997	396.889348392585	397.437606201775	420.535760737231	398.341048813066	404.180892936034	456.036653239283	324.813780598671	411.135672747695
"ILMN_1243565"	384.462653973181	492.401503857077	437.423466288926	446.53133876878	414.443295127803	470.000203779845	439.251286381519	480.820848301338	465.632747287709	458.882772635372	402.285522563595	396.889348392585	445.092804374971	412.799166050593	401.868750610113	436.803877994107
"ILMN_2717374"	1620.7778759989	1554.03621451117	1657.92360724981	1551.13778487733	1557.45955604536	1297.227140711	1443.96608098176	1603.48832265505	1414.72176760012	1496.77787233054	1447.2700511658	1560.93677982901	1365.47249100795	1123.05113131706	1378.06889758268	1447.2700511658
