"CDR017-DIL"	"CDR025"	"CDR021"	"CDR029-DIL"	"CDR022"	"CDR018"	"CDR026-DIL"	"CDR030-DIL"	"CDR031-DIL"	"CDR023"	"CDR027-DIL"	"CDR019"	"CDR020"	"CDR028-DIL"	"CDR032-DIL"	"CDR024"
"ILMN_2647188"	39382.0288974467	41457.814640036	38054.3445927803	41457.814640036	41457.814640036	39382.0288974467	39382.0288974467	41457.814640036	41457.814640036	41457.814640036	41457.814640036	39382.0288974467	39382.0288974467	41457.814640036	41457.814640036	39382.0288974467
"ILMN_2986978"	179.483530675894	192.452770944407	223.432748542269	242.592555377262	246.2046670309	191.808650365076	174.134861218255	212.977605848297	183.187019499622	208.683242207842	192.055133970322	170.899744598105	163.540393756551	184.920775954399	215.980660033801	194.316338469883
"ILMN_2851710"	2437.69181597397	2093.27667796353	2363.75572176813	2287.00348208224	1855.10318395895	2612.56584111368	1923.38882544072	2371.25388770231	2222.0869885929	2280.73405112398	2061.59677423887	2567.18317950066	2172.16910972465	2429.83060787115	2304.48073110627	2263.71537654344
"ILMN_2770876"	2101.30165116618	2245.06668320756	2304.48073110627	2337.1473099583	2079.75263125948	2310.57735083207	2172.16910972465	2385.44560043894	2202.01161449332	2319.29941086122	2186.20470769923	2044.81855839839	2177.82056728565	2164.78053532982	2256.06357523041	2461.53976847931
"ILMN_3160688"	1667.26574272865	1381.96956055759	1393.35261412382	1573.34801053373	1221.36341447262	1411.38807171846	1334.15753279403	1546.85419362015	1581.20339463224	1639.42080518744	1458.92317932603	1441.86322463571	1471.04040062753	1450.75466185122	1435.63473335416	1597.08343778832
"ILMN_3106819"	823.005906589404	905.843190269498	909.488197967104	855.011038187025	977.406945996395	803.456235867421	1013.49558843248	833.908204651616	907.607053795658	1000.81878116385	934.080177321235	686.38337322922	870.863076246121	849.949538303924	803.456235867421	944.069755233507
"ILMN_1242829"	352.947628805724	411.881530489733	422.842241409776	396.229400400947	480.040798565325	394.159909491468	305.057535619199	383.099109544962	390.199295475592	352.947628805724	309.747407550305	318.926027572413	348.964737945131	387.987549505919	385.147817378626	348.167468033613
"ILMN_1219712"	565.982118733903	491.605827793177	470.663905414315	373.458488225664	447.113233563599	493.643936051451	564.302702174534	426.735378104158	306.634486879316	467.495624282937	401.329469307699	561.0528650787	546.991245478227	338.601169726738	334.031846979864	488.404320240516
"ILMN_2952292"	149.522306272358	155.473706470587	151.227679920633	160.884975410803	166.787276535115	153.775447315481	152.11347771942	145.244723806246	143.394989628585	177.293552302911	144.264900995596	158.038361851668	128.180448854107	155.342481864655	139.763944968546	141.668358847195
"ILMN_3001914"	648.008102161542	550.78048574233	743.733970738478	800.583243125802	842.688415100829	494.515919489221	576.867786688268	800.583243125802	785.000642173432	803.456235867421	785.000642173432	562.073866839104	546.194225752317	970.999457939509	977.406945996395	605.839889627519
"ILMN_3112011"	1514.18616050431	1686.87515233674	1603.48832265505	1554.03621451117	1501.4852486251	1471.04040062753	1551.13778487733	1569.61817327645	1438.60363446001	1686.87515233674	1626.41006588747	1347.01913925616	1357.34149352557	1463.28499561063	1649.62502872729	1463.28499561063
"ILMN_2766894"	310.549644301001	359.984658948878	302.232594518903	355.378882813835	272.142736569558	318.926027572413	279.843993044315	377.971971355893	405.459850781768	270.227920450813	376.832713969815	358.772538402066	245.385477784743	345.749044024304	361.699809697393	302.232594518903
"ILMN_2642313"	864.838622956321	870.863076246121	861.251524780702	931.777403778425	773.526508127507	859.293858548433	830.544545127954	869.526359668806	885.432872479327	790.274498483684	957.454087950553	945.786865955696	816.009143386301	911.361568685836	790.274498483684	851.169842630701
"ILMN_2677696"	1408.5479820606	1543.59210426128	1458.92317932603	1702.31797149615	1357.34149352557	1466.4358615874	1427.19000521862	1735.06460087512	1696.05118475531	1302.22950963763	1702.31797149615	1438.60363446001	1435.63473335416	1626.41006588747	1643.30546929055	1349.79865928959
"ILMN_2667441"	541.112636991462	534.483861044185	502.95474709898	497.170618302724	474.307243927206	516.442541723363	487.714220565744	580.590102420531	546.991245478227	498.184720185385	526.131853667034	497.170618302724	528.992956985554	563.104221948796	577.57220185097	566.970475571112
"ILMN_2768841"	325.816960107688	339.679429329215	287.18485944085	445.092804374971	265.163589820989	333.130500432229	383.448718359218	382.556111882715	431.274701883777	318.926027572413	481.309632294357	293.801850873345	327.458305540321	474.307243927206	405.03336140191	324.813780598671
"ILMN_2747345"	3546.21196936439	3546.21196936439	3426.01758688045	4173.05951318988	3871.02237110092	3605.68302241819	3247.49536378734	4639.61952698331	4188.92597363646	3739.24087709924	3871.02237110092	3889.6810487444	3562.16278131012	3854.12573133868	4590.41768495666	4123.31420208485
"ILMN_1238688"	136.491100449102	124.367303075994	136.650787376488	131.868906255775	125.455237003023	128.39049452204	138.090163739699	157.669842939939	142.213988417564	153.009240305399	154.626324892663	119.539098334271	135.042687397842	152.524226869705	138.927551508505	135.042687397842
"ILMN_2603834"	1569.61817327645	1416.82139196632	1527.58579466315	1749.53107133814	1847.87875001529	1778.7266891868	1514.18616050431	1714.01009451154	1565.50869660712	1458.92317932603	1657.92360724981	1565.50869660712	1654.40831551184	1607.38483386194	1565.50869660712	1917.0864457102
"ILMN_3115640"	195.829883201231	209.776351166102	195.292833155716	209.249511219985	201.966006056777	223.054665130865	195.604593778587	205.19637230636	197.309912295578	203.49305904323	181.140519959859	205.65617992419	162.455066019124	151.227679920633	199.239629687151	205.389544891295
"ILMN_2589838"	509.070989302208	570.038129161453	598.104360041224	572.646540809747	569.066307847678	476.276842209601	562.073866839104	568.159488201535	598.793965636323	587.877611573249	563.104221948796	525.245809152553	585.864542696785	543.576579910542	573.743451712404	620.974265311201
"ILMN_2770386"	41457.814640036	38054.3445927803	41457.814640036	38054.3445927803	39382.0288974467	41457.814640036	41457.814640036	39382.0288974467	39382.0288974467	39382.0288974467	39382.0288974467	41457.814640036	41457.814640036	39382.0288974467	36245.6964382641	41457.814640036
"ILMN_1244879"	2160.32142142443	2238.774365216	2061.59677423887	1543.59210426128	2421.45889616819	2093.27667796353	2353.06587505307	1514.18616050431	1630.24961059358	2214.70921075527	1861.85187382593	2363.75572176813	2392.71966153165	1907.86560985994	1654.40831551184	2245.06668320756
"ILMN_1216168"	109.647152891523	195.061157782088	148.612954554011	111.473109738226	108.959367900537	147.893363265102	186.910377774981	149.281879076115	138.658707954989	118.930418126851	141.280126018345	185.640584706475	185.411878541599	152.377515527579	139.172620704951	143.394989628585
"ILMN_2723293"	444.292517311211	303.232977395375	384.462653973181	615.564883538292	367.098277222458	340.589595417184	330.371041068229	526.131853667034	525.245809152553	447.113233563599	418.577617997242	370.942044862557	354.939555059617	387.145571921598	473.334540024311	413.947015320193
"ILMN_2908547"	143.790556608182	100.889381656551	135.467317195564	135.582807929091	140.605662450288	146.670445151208	152.524226869705	114.455521617831	127.665096841667	134.193760069544	147.560538045522	109.279290236266	147.560538045522	125.783581268685	133.328194717447	132.094335725102
"ILMN_2632964"	126.797088214796	142.137066301448	114.290725666486	155.051586413684	108.905789922093	113.662215148934	121.95529350607	142.525068585663	138.201643220717	119.188383619433	132.889720563149	105.695250691289	121.701756057173	130.942964202919	141.769940421901	115.841142949281
"ILMN_2440803"	220.619466796737	256.947639908727	254.669788458206	320.189863133312	224.075622338378	222.452631271243	202.446431493004	276.698861075428	280.146400493415	212.392862674901	249.573447762868	244.457439523694	265.499243488264	291.195617733215	276.698861075428	199.239629687151
"ILMN_2867927"	165.896523063788	147.316072927139	180.950794014374	172.979792412453	153.297641656477	150.845248267724	164.849220822837	185.411878541599	138.927551508505	179.809351900118	169.386749253404	164.849220822837	198.983373983367	153.426151855314	153.297641656477	176.348336514443
"ILMN_2739039"	1475.39801894284	1432.80883382241	1723.24768932907	1401.45132897117	1620.7778759989	1508.82533425321	1401.45132897117	1594.76389585026	1654.40831551184	1590.9659849439	1387.12524637218	1293.05155384807	1397.46968781217	1240.48607532448	1573.34801053373	1522.91468471907
"ILMN_1258629"	638.368124445089	627.959412239884	981.6827732592	766.160182022922	626.85468582522	612.92260310072	794.232708836184	948.283943465466	755.256925520906	800.583243125802	492.988189918442	660.217110348304	536.898960609085	518.335689706506	934.080177321235	1387.12524637218
"ILMN_2619408"	110.381697421226	174.344941021627	180.013584151774	141.668358847195	208.342866072565	89.1404208303437	210.452183639325	143.621532596871	147.316072927139	179.078079007019	135.042687397842	109.213958477202	126.488314483536	129.367110643782	139.560497887233	200.695577684679
"ILMN_2992517"	249.573447762868	190.742907325631	227.516354827666	155.611028608165	252.580962144411	221.850086547945	166.885965620621	166.885965620621	159.884765712734	232.20090073124	220.429638133556	210.01227372517	201.966006056777	172.4562283267	176.191927606831	201.757145402414
"ILMN_1213711"	1907.86560985994	1858.29892838028	1718.78841541692	1828.33996102725	2049.25909277443	1955.08326156861	1815.2484142904	1778.7266891868	1805.43947233778	1907.86560985994	1902.23446186221	1714.01009451154	2072.33182274878	1739.73580308818	1796.1390301564	1847.87875001529
"ILMN_3015003"	138.731281473233	134.28798953197	139.369219746625	178.198570230794	122.160824669217	139.675534809609	129.816401467278	177.141598869479	180.7502917237	135.295898995024	144.788626383627	115.626688573719	115.932639559749	145.56747899837	163.896574082405	181.442534562751
"ILMN_2950721"	718.707367916888	689.527467464161	863.568826251128	768.972684101793	664.061565469697	710.618477832433	660.950022347814	711.733809420746	673.349284517312	648.925304288808	689.527467464161	728.064356016783	596.192881496306	710.618477832433	723.067116341643	706.284441624734
"ILMN_1241522"	885.432872479327	833.908204651616	1046.21445295545	1003.01825287194	759.909230891062	968.786042059434	800.583243125802	1030.58735466002	979.841017680292	894.62979512615	1067.98593887895	798.564010940067	892.698104946664	1069.91384906283	1069.91384906283	905.843190269498
"ILMN_2618329"	1328.17570829819	1435.63473335416	1414.72176760012	1560.93677982901	1696.05118475531	1427.19000521862	1594.76389585026	1401.45132897117	1334.15753279403	1504.72332841379	1477.88798239921	1321.13674781496	1338.78788020865	1176.10730392369	1324.27507084893	1427.19000521862
"ILMN_2959976"	846.917749493412	886.792061085139	903.42188159395	1026.58387817518	1019.23259038228	830.544545127954	867.740220099205	882.431343877542	917.216913961538	963.631036165856	711.733809420746	849.949538303924	812.312376136634	737.385488084088	867.740220099205	817.720462789958
"ILMN_1230263"	144.386247461882	108.68403189106	125.623699139776	141.870300105686	148.264868918934	136.581221384021	144.788626383627	144.000615667494	135.362588895789	134.790580923605	127.934246069052	148.865714931879	157.770027569202	116.391041840377	156.258046531432	155.342481864655
"ILMN_2822134"	3234.42316792684	3415.53111350211	3688.5917506401	3268.03990308467	4096.70074806309	3455.7090443973	3325.91431061194	3283.43634680464	3388.0692882018	3341.87331098725	3050.13176483283	3455.7090443973	3155.39645327762	3201.11854067691	3352.90427036423	3574.89155234138
"ILMN_1215647"	1923.38882544072	1702.31797149615	1852.27341982236	1357.34149352557	2238.774365216	1997.85516817262	1707.9838876821	1408.5479820606	1317.51629697322	1961.53524476819	1331.36556034682	1977.87423598059	1907.86560985994	1203.37216355331	1387.12524637218	1955.08326156861
"ILMN_2697266"	236.159225744953	231.010064292501	261.222345742828	248.174318803187	202.992455933515	193.478711451474	209.059996081712	202.446431493004	223.432748542269	194.316338469883	198.184999036817	249.30554364699	209.576770417023	201.966006056777	197.483925733484	210.452183639325
"ILMN_2706051"	3037.79595901899	2860.32191816475	3037.79595901899	2681.97273643731	2733.84526799754	2704.16269041435	2811.9776596819	2556.03210863813	2556.03210863813	2785.35007223828	2491.96409084133	2975.32885515079	2527.95470304913	2398.60463054789	2337.1473099583	2752.40980667495
"ILMN_2875938"	2408.79642663082	2501.70546995993	2480.68025759928	2811.9776596819	2704.16269041435	2646.32468129236	2586.70786598575	3003.46275246735	2799.73674532284	2672.98199990312	2880.40483417261	2398.60463054789	2860.32191816475	2622.85979085285	3064.33885992686	2238.774365216
"ILMN_1246734"	470.000203779845	368.269001515256	542.263212048018	424.367987567879	485.196714786404	623.486838655153	418.577617997242	430.178775993743	439.251286381519	431.274701883777	365.593655229645	368.269001515256	481.309632294357	472.602014192405	426.735378104158	468.993683910487
"ILMN_2517170"	1537.27322008714	1560.93677982901	1686.87515233674	1537.27322008714	2072.33182274878	1393.35261412382	1749.53107133814	1654.40831551184	1533.24939831212	1834.21792675992	1654.40831551184	1554.03621451117	1466.4358615874	1877.23951755856	1902.23446186221	1466.4358615874
"ILMN_1222000"	139.459686038669	120.130505793267	116.213640483183	143.621532596871	146.819124037472	120.4680611329	115.052171594457	126.564675170455	127.442554755328	126.166155027364	134.193760069544	115.979679760818	130.414781472562	96.3907740423043	115.151216469779	122.220802980998
"ILMN_2893187"	288.452952321194	353.984657015822	273.879949115797	316.639895082677	211.706984207265	331.552580988504	276.698861075428	333.522652675556	290.00415434251	296.124702961266	332.019978355757	285.115434280599	321.124634447262	376.453460504179	350.082317332543	280.146400493415
"ILMN_1232593"	422.842241409776	394.773899518896	475.216984487059	430.178775993743	608.863449877628	464.756630978267	456.482057300313	410.700348251494	409.687349201073	583.824702832158	385.147817378626	416.545855976987	477.975260546603	405.459850781768	408.100609978783	554.916521826759
"ILMN_1228338"	426.101282014575	384.462653973181	434.908663860539	419.648317736634	418.577617997242	461.818637527155	392.513676239165	423.720770331442	482.047107186225	435.374994880799	423.720770331442	451.312410239045	405.459850781768	441.325556044189	466.383279133623	433.532713228101
"ILMN_2933426"	159.562306296357	132.01996265373	154.033349208047	135.855611844778	131.14687566637	158.038361851668	147.708203846691	133.106948881412	114.874816647526	151.132636934301	121.83081580699	134.434305566865	107.890850031265	122.313820971835	139.094526344617	133.781169415184
"ILMN_2883110"	149.426844998698	141.769940421901	157.48301615556	124.598939478074	180.950794014374	157.357488115184	121.874657307161	125.783581268685	140.174911884626	165.208920123976	124.448579621198	163.412031161094	127.934246069052	116.788984263303	108.066342333421	147.447554035417
"ILMN_2472444"	180.597636646327	160.884975410803	132.708238268148	163.540393756551	113.767256599835	141.160168652535	154.76646147939	184.073206824323	226.867581724119	129.626676934435	182.245042800604	159.884765712734	157.48301615556	157.159400459038	205.19637230636	162.812414478414
"ILMN_2943027"	124.598939478074	118.392316332358	119.085085681167	121.537183716816	128.39049452204	125.380617399842	133.030631220349	121.052686709574	136.723677064125	149.095793497835	139.459686038669	135.855611844778	121.95529350607	127.862275571244	128.983894373408	129.735329283151
"ILMN_2727980"	163.540393756551	159.747609039967	155.941125625889	146.927826707376	155.941125625889	168.611958005524	197.483925733484	146.927826707376	149.095793497835	173.211312767249	120.521808782387	151.58614797513	159.884765712734	154.194402720666	157.159400459038	165.46909401064
"ILMN_2690596"	1135.231915271	1269.81693081828	1118.02504035849	1157.62021941744	1075.90787322598	1121.33676771346	1299.29613860672	977.406945996395	1030.58735466002	1079.93364162949	1287.32799571059	1015.28782223186	1081.96878791684	1043.77779900926	1111.53271498701	1200.704105719
"ILMN_2707298"	1972.63304728739	1887.49033254622	1931.16393843253	2005.24157936899	1982.93774799863	2055.52392588269	2049.25909277443	2023.42261433883	1913.2253298768	1947.52902427956	2101.30165116618	1691.35971236666	2208.64833519793	2124.7647622693	1858.29892838028	2044.81855839839
"ILMN_1214514"	97.9962109382163	101.343934879659	92.6858080238301	104.959146500293	87.7836185715232	107.890850031265	94.6645204841408	133.502300205809	116.391041840377	98.6694928272732	125.311408182941	109.710214573951	90.9356847107771	114.045814344233	133.95829340911	103.578510485934
"ILMN_2718189"	139.973637666828	133.685820008085	170.141718337078	150.569520870363	137.903538895878	144.13052078411	123.571761485018	134.28798953197	150.311196539794	165.46909401064	124.274646498821	137.903538895878	117.613213475939	127.326325656377	139.284609872926	165.208920123976
"ILMN_2973020"	1310.59039983061	1477.88798239921	1483.7263398737	1768.28527676358	1237.6924923453	1310.59039983061	1369.77955928729	1554.03621451117	1537.27322008714	1299.29613860672	1397.46968781217	1477.88798239921	1240.48607532448	1554.03621451117	1577.29216235243	1620.7778759989
"ILMN_2935579"	126.488314483536	113.589013635159	106.593825476344	109.862390171847	114.105246749778	118.208425801728	127.175028798955	118.460010343901	136.398750019775	109.106825834785	109.04851836901	142.525068585663	116.518024837448	121.225185818162	109.341384560298	135.691044352101
"ILMN_2707088"	319.677832586974	344.313755965988	354.440487599095	334.57111964822	299.720866161668	317.659727272199	356.488082990997	303.614855315165	308.321377450467	335.006325856681	387.145571921598	327.97037880603	332.019978355757	339.679429329215	383.099109544962	376.453460504179
"ILMN_1254655"	149.930586935989	127.665096841667	162.620367348083	127.175028798955	103.018315740254	136.650787376488	113.83020497501	162.620367348083	155.849890190469	128.914781160597	129.367110643782	139.973637666828	137.608689525414	114.823986904047	143.066320841229	131.434366437759
"ILMN_2597936"	1155.66578270317	1081.96878791684	1067.98593887895	1060.60110859663	1126.45601959192	959.787837486602	1019.23259038228	934.080177321235	963.631036165856	1113.75633591066	1139.57830887997	1048.77311056421	1074.35662785982	1050.61933176029	991.965816184662	1159.39816733432
"ILMN_3003567"	357.837237110187	389.107751941848	339.679429329215	359.984658948878	323.467955538395	388.614061228496	337.688153904945	385.955426441951	362.19641963944	395.443579725694	406.928426244134	400.183256812542	365.065582405651	401.868750610113	388.614061228496	306.218880238491
"ILMN_1240598"	258.825074896342	259.556429279655	280.741650420012	267.552704069618	239.31542748689	266.913849801925	266.913849801925	269.005776010999	267.931406168734	277.817298298804	273.029743528875	281.208315118697	275.850452276054	285.787803887343	295.031307777974	304.632075903786
"ILMN_2925066"	125.879797146185	135.042687397842	149.666321266162	167.053334608905	137.440057885141	134.343680181787	124.655569964555	131.595640137499	131.690039743152	146.819124037472	120.396051249848	144.49379094517	151.58614797513	139.172620704951	151.833876749834	140.968097247069
"ILMN_1234453"	2287.00348208224	1533.24939831212	3155.39645327762	3192.0389672677	3476.16352668531	1810.45874414956	1671.91176404452	2942.10646832765	2880.40483417261	3297.79613988574	2055.52392588269	1955.08326156861	1883.51966578619	1735.06460087512	3325.91431061194	2847.16344187658
"ILMN_2678502"	179.667151886705	164.849220822837	213.604025956418	195.829883201231	200.944654669667	202.195063767501	177.051481898286	200.008144797969	196.319554823649	184.494667474974	147.708203846691	199.405858032412	159.425655503283	171.441353435523	200.20196354973	192.762545683941
"ILMN_1247585"	121.61935408493	113.185780716766	149.281879076115	130.861309208308	125.949880179087	116.688517872096	109.710214573951	132.971418663197	118.460010343901	138.505703452551	100.42296631759	117.927701928658	119.251864303078	130.861309208308	118.460010343901	145.341845381261
"ILMN_2762935"	414.443295127803	261.571684365823	324.422331001762	389.732406591134	292.541195259487	467.495624282937	542.263212048018	570.897239116234	408.100609978783	446.53133876878	461.233383332657	372.327717478979	495.545934756306	573.743451712404	381.8812816662	434.34768033421
"ILMN_1234773"	147.708203846691	148.360076038409	133.855613491287	137.440057885141	130.414781472562	147.118995505131	129.626676934435	139.459686038669	139.094526344617	121.323202977162	160.031591563185	127.175028798955	124.109108348968	155.473706470587	134.094734779139	150.085481055762
"ILMN_2451346"	214.597367693264	193.25526707209	203.706999458619	182.935706343769	211.926970827123	230.011775660736	204.073295855754	203.706999458619	185.822878385637	183.526426009998	183.367614056388	193.122650638601	214.597367693264	177.051481898286	224.382424261451	241.014183077406
"ILMN_2634358"	202.195063767501	196.520657172838	251.591975143138	214.341988865888	248.174318803187	199.239629687151	195.829883201231	262.513951432499	225.6721898839	182.245042800604	198.703645757232	205.959638991884	183.862028995645	194.112989336504	211.926970827123	207.656860878918
"ILMN_2766616"	338.601169726738	345.749044024304	329.32143602277	347.750426270212	376.453460504179	348.964737945131	314.549967991377	342.429928668099	357.145578608382	352.460749213064	430.178775993743	371.600851240809	359.485404132659	376.832713969815	335.721432484006	318.926027572413
"ILMN_2466316"	324.813780598671	228.620297648506	275.850452276054	387.987549505919	239.632616152097	279.843993044315	216.950664300669	384.006579502194	388.614061228496	322.925946013011	258.825074896342	354.939555059617	282.585875849861	320.189863133312	434.34768033421	250.467882818197
"ILMN_3103652"	405.03336140191	427.709323376374	355.378882813835	375.922547858525	403.147132322951	393.543040070066	396.229400400947	400.183256812542	377.971971355893	401.868750610113	405.03336140191	327.051592135025	416.545855976987	408.100609978783	400.183256812542	444.292517311211
"ILMN_2676481"	1126.45601959192	1079.93364162949	1183.16639994304	1029.12204951788	1203.37216355331	1067.98593887895	1067.98593887895	1153.28492631058	1173.83264123808	1108.87265294348	1126.45601959192	1200.704105719	1155.66578270317	966.856064015338	1071.89957596783	1126.45601959192
"ILMN_2723639"	1493.45837635556	1504.72332841379	1373.42416223434	1397.46968781217	1585.55432526063	1594.76389585026	1546.85419362015	1508.82533425321	1441.86322463571	1518.89922906206	1501.4852486251	1585.55432526063	1527.58579466315	1458.92317932603	1458.92317932603	1454.49158800563
"ILMN_2711651"	4639.61952698331	4453.46870908201	4832.92315355383	4902.69697419002	3778.76274639228	4073.53685997972	4546.45398765351	4369.56547501024	4428.8466759451	3796.94210472849	4751.37878302292	5262.06109033351	3700.34006977285	4525.75696778421	4031.89920694254	3816.65850791078
"ILMN_2626442"	4832.92315355383	5693.84421562404	5126.91590448623	6168.96112854773	4546.45398765351	5212.55761340828	5537.78620538612	6324.44904835539	6049.79317968774	4717.54379295147	7285.44183967124	5537.78620538612	5284.95407106829	7233.50805734381	6168.96112854773	3871.02237110092
"ILMN_2762026"	219.112334625771	197.158434133973	271.796541737481	202.835088519857	285.115434280599	276.698861075428	236.441210094834	381.197559869559	228.941673595795	240.652854907352	175.193893879516	199.239629687151	197.903607631961	216.722956740665	242.592555377262	437.423466288926
